reviewerid,reviewno_reviewers,analoral_ct,cuddling_ct,cunninlingus_ct,ejaculationonbody_ct,fellatio_ct,intercourseanal_ct,intercoursevaginal_ct,kissing_ct,manualanalstimulation_ct,manualpenilestimulation_ct,manualvaginalstimulation_ct,massage_ct,sm_ct,testiclestimulation_ct,threesome_ct,analoral_ct_bin,cuddling_ct_bin,cunninlingus_ct_bin,ejaculationonbody_ct_bin,fellatio_ct_bin,intercourseanal_ct_bin,intercoursevaginal_ct_bin,kissing_ct_bin,manualanalstimulation_ct_bin,manualpenilestimulation_ct_bin,manualvaginalstimulation_ct_bin,massage_ct_bin,sm_ct_bin,testiclestimulation_ct_bin,threesome_ct_bin,avgspph_p50,avgspph_sd,avgspph_avg,app_reviewer_p50,app_reviewer_sd,app_reviewer_avg,perf_reviewer_p50,perf_reviewer_sd,perf_reviewer_avg,cscore_reviewer_p50,cscore_reviewer_sd,cscore_reviewer_avg,rvwdate_last_reviewer,rvwyear_last_reviewer,rvwdate_first_reviewer,rvwyear_first_reviewer,rptescorts_reviewers,rvwduration_years_reviewer,rvwduration_days_reviewer,appgap_reviewer_p50,age_cont2_p50,height_cont2_p50,breastsize_cont2_p50,breastcup_cont_p50,hairlength_cont_p50,kiss_bin_p50,kiss_tongue_bin_p50,blowjob_bin_p50,blowjob_condom_bin_p50,cuminmouth_bin_p50,touchpussy_bin_p50,lickpussy_bin_p50,sex_bin_p50,multiplepops_bin_p50,anal_bin_p50,rimming_bin_p50,sm_bin_p50,twogirlaction_bin_p50,bringsecondprovider_bin_p50,multipleguys_bin_p50,avgpph_p50,reviewno_escort_sd,appgap_reviewer_sd,age_cont2_sd,height_cont2_sd,breastsize_cont2_sd,breastcup_cont_sd,hairlength_cont_sd,kiss_bin_sd,kiss_tongue_bin_sd,blowjob_bin_sd,blowjob_condom_bin_sd,cuminmouth_bin_sd,touchpussy_bin_sd,lickpussy_bin_sd,sex_bin_sd,multiplepops_bin_sd,anal_bin_sd,rimming_bin_sd,sm_bin_sd,twogirlaction_bin_sd,bringsecondprovider_bin_sd,multipleguys_bin_sd,avgpph_sd,reviewno_escort_avg,appgap_reviewer_avg,age_cont2_avg,height_cont2_avg,breastsize_cont2_avg,breastcup_cont_avg,hairlength_cont_avg,kiss_bin_avg,kiss_tongue_bin_avg,blowjob_bin_avg,blowjob_condom_bin_avg,cuminmouth_bin_avg,touchpussy_bin_avg,lickpussy_bin_avg,sex_bin_avg,multiplepops_bin_avg,anal_bin_avg,rimming_bin_avg,sm_bin_avg,twogirlaction_bin_avg,bringsecondprovider_bin_avg,multipleguys_bin_avg,ontime_bin_avg,smokes_bin_avg,breastimplants_bin_avg,pubichair_cont_avg,transsexual_bin_avg,servicearea_bin_escort_avg,servicearea_bin_massage_avg,servicearea_bin_sm_avg,servicearea_bin_multiple_avg,pornstar_bin_avg,avgpph_avg,unqescorts_reviewers,ethnicity_n,ethnicity_mode,build_n,build_mode,breastappearance_n,breastappearance_mode,haircolor_n,haircolor_mode,hairtype_n,hairtype_mode,service_n,service_mode,reviewno_escort_max,reviewno_escort_min
65206,2,0,0,1.5,0,3.5,0,3,3.5,0,0,.5,1.5,0,0,0,0,0,1,0,.5,0,1,1,0,0,.5,1,0,0,0,275,35.355339,275,8,0,8,9,0,9,8.5,0,8.5,01jun2011,2011,01apr2011,2011,0,0,61,-1,23.5,64.5,34,2,5,1,.5,1,0,0,1,1,1,1,1,,0,1,,0,275,14.8492424049175,0,3.5355339,2.1213202,0,0,0,0,.70710677,0,0,0,0,0,0,,,,,,,,35.355339,29.5,-1,23.5,64.5,34,2,5,1,.5,1,0,0,1,1,1,1,1,,0,1,,0,1,.5,0,0,0,1,0,1,1,0,275,2,1,White,2,,1,Youthful,1,Blonde,1,Straight,1,Escort/Massage/S&M,40,19
65259,2,0,.5,0,0,1,0,.5,3.5,0,.5,0,0,0,0,0,0,.5,0,0,.5,0,.5,1,0,.5,0,0,0,0,0,250,0,250,8.5,.70710677,8.5,9,0,9,8.75,.35355338,8.75,01mar2004,2004,01mar2004,2004,0,0,0,-.5,28.5,69,36,4,6,1,1,1,0,1,1,1,1,1,.5,,,,,,250,2.82842712474619,.70710677,3.5355339,4.2426405,2.8284271,1.4142135,1.4142135,0,0,0,0,,0,0,0,0,.70710677,,,,,,0,12,-.5,28.5,69,36,4,6,1,1,1,0,1,1,1,1,1,.5,,,,,,1,1,.5,,0,1,0,.5,.5,0,250,2,1,White,1,Average,2,,2,,1,Straight,2,,14,10
65690,2,0,0,1.5,0,.5,0,2,.5,0,1.5,0,1,0,0,0,0,0,.5,0,.5,0,1,.5,0,1,0,.5,0,0,0,306.25,8.8388348,306.25,8.5,.70710677,8.5,9,0,9,8.75,.35355338,8.75,01may2011,2011,01apr2011,2011,0,0,30,-.5,26,61.5,35,3,4.5,1,1,1,0,.5,1,1,1,1,.5,,1,.5,.5,0,305,74.95331880577403,.70710677,7.0710678,2.1213202,1.4142135,0,.70710677,0,0,0,0,.70710677,0,0,0,0,.70710677,,,.70710677,.70710677,0,7.0710678,89,-.5,26,61.5,35,3,4.5,1,1,1,0,.5,1,1,1,1,.5,,1,.5,.5,0,1,0,.5,0,0,1,1,0,1,0,305,2,1,Latina,1,Athletic,2,,1,Black,1,Straight,1,Escort/Massage,142,36
65696,2,0,0,1.5,1,.5,.5,3,0,0,0,0,1.5,0,.5,0,0,0,1,1,.5,.5,1,0,0,0,0,1,0,.5,0,287.5,53.033009,287.5,8,0,8,9,0,9,8.5,0,8.5,01jan2006,2006,01nov2005,2005,0,1,61,-1,26,66,35,2.5,4,1,1,1,0,.5,1,.5,1,1,.5,,.5,.5,.5,1,287.5,2.121320343559642,0,0,0,1.4142135,.70710677,1.4142135,0,0,0,0,.70710677,0,.70710677,0,0,.70710677,,.70710677,.70710677,.70710677,0,53.033009,20.5,-1,26,66,35,2.5,4,1,1,1,0,.5,1,.5,1,1,.5,,.5,.5,.5,1,1,0,0,0,0,1,1,0,1,0,287.5,2,2,,1,Athletic,2,,2,,2,,1,Escort/Massage,22,19
65803,2,0,.5,1,0,.5,0,1,1,0,0,0,.5,0,0,0,0,.5,.5,0,.5,0,.5,1,0,0,0,.5,0,0,0,287.5,17.67767,287.5,7.5,.70710677,7.5,9,0,9,8.25,.35355338,8.25,01sep2004,2004,01apr2004,2004,0,0,153,-1.5,22,66,32,2,4.5,1,1,1,.5,0,1,1,1,1,0,,0,1,1,0,287.5,55.1543289325507,.70710677,5.6568542,0,0,0,.70710677,0,0,0,.70710677,0,0,0,0,0,0,,0,0,0,,17.67767,106,-1.5,22,66,32,2,4.5,1,1,1,.5,0,1,1,1,1,0,,0,1,1,0,1,0,0,,0,1,1,0,1,0,287.5,2,2,,2,,1,Perky,2,,2,,1,Escort/Massage,145,67
65886,2,0,.5,0,0,.5,0,1.5,.5,0,0,0,0,0,0,0,0,.5,0,0,.5,0,1,.5,0,0,0,0,0,0,0,235,35.355339,235,7,1.4142135,7,9,0,9,8,.70710677,8,01dec2010,2010,01sep2010,2010,0,0,91,-2,26,64.5,35,3.5,5,1,1,1,.5,,1,1,1,,0,,0,,,,235,8.48528137423857,1.4142135,7.0710678,2.1213202,1.4142135,.70710677,0,0,0,0,.70710677,,0,,0,,,,,,,,35.355339,28,-2,26,64.5,35,3.5,5,1,1,1,.5,,1,1,1,,0,,0,,,,1,0,.5,0,0,1,1,0,1,0,235,2,1,Latina,2,,2,,2,,2,,1,Escort/Massage,34,22
66022,2,0,0,.5,0,.5,0,.5,2,0,0,0,0,0,0,0,0,0,.5,0,.5,0,.5,1,0,0,0,0,0,0,0,308.33331,82.495781,308.33331,7.5,.70710677,7.5,9,0,9,8.25,.35355338,8.25,01mar2010,2010,01feb2010,2010,0,0,28,-1.5,23.5,67.5,36,4.5,6,1,1,1,0,1,1,1,1,1,.5,1,1,1,1,,308.33331,13.4350288425444,.70710677,3.5355339,2.1213202,0,.70710677,1.4142135,0,0,0,0,0,0,0,0,0,.70710677,,,,,,82.495781,57.5,-1.5,23.5,67.5,36,4.5,6,1,1,1,0,1,1,1,1,1,.5,1,1,1,1,,1,.5,0,0,0,1,.5,.5,1,0,308.33331,2,1,White,1,Average,1,Super nice,2,,1,Some curls,2,,67,48
66235,2,0,0,.5,0,1,0,.5,3,0,0,.5,0,0,0,0,0,0,.5,0,.5,0,.5,1,0,0,.5,0,0,0,0,175,106.06602,175,7.5,.70710677,7.5,9,0,9,8.25,.35355338,8.25,01dec2005,2005,01may2003,2003,0,2,945,-1.5,26,63,35,3.5,4,1,1,1,0,1,1,1,1,1,1,,1,0,0,,175,49.49747468305833,.70710677,7.0710678,0,1.4142135,2.1213202,0,0,0,0,0,,0,0,0,,,,,,,,106.06602,44,-1.5,26,63,35,3.5,4,1,1,1,0,1,1,1,1,1,1,,1,0,0,,1,.5,.5,0,0,1,.5,.5,1,0,175,2,1,White,2,,1,Average,1,Blonde,2,,2,,79,9
68990,2,.5,0,1,.5,.5,0,0,1,0,.5,0,2.5,0,0,0,.5,0,.5,.5,.5,0,0,.5,0,.5,0,1,0,0,0,333.25,59.043415,333.25,9,0,9,9,0,9,9,0,9,01jun2011,2011,01apr2011,2011,0,0,61,0,23.5,64.5,34,3,3.5,1,1,1,0,1,1,1,1,1,0,1,0,.5,.5,0,333.25,125.8650070512055,0,3.5355339,6.3639612,2.8284271,1.4142135,.70710677,0,0,0,0,0,0,0,0,0,0,,0,.70710677,.70710677,,59.043415,130,0,23.5,64.5,34,3,3.5,1,1,1,0,1,1,1,1,1,0,1,0,.5,.5,0,.5,1,.5,0,0,1,1,0,1,0,333.25,2,2,,1,Thin,2,,2,,2,,1,Escort/Massage,219,41
69010,2,.5,0,1,1,1.5,0,1,1.5,0,.5,0,.5,0,.5,0,.5,0,.5,.5,.5,0,.5,1,0,.5,0,.5,0,.5,0,287.5,53.033009,287.5,8,0,8,9,0,9,8.5,0,8.5,01feb2006,2006,01nov2005,2005,0,1,92,-1,26,66,35,2.5,4,1,1,1,0,.5,1,.5,1,1,.5,,.5,.5,.5,1,287.5,2.121320343559642,0,0,0,1.4142135,.70710677,1.4142135,0,0,0,0,.70710677,0,.70710677,0,0,.70710677,,.70710677,.70710677,.70710677,0,53.033009,20.5,-1,26,66,35,2.5,4,1,1,1,0,.5,1,.5,1,1,.5,,.5,.5,.5,1,1,0,0,0,0,1,1,0,1,0,287.5,2,2,,1,Athletic,2,,2,,2,,1,Escort/Massage,22,19
69065,2,.5,0,1,0,1.5,0,1,1.5,0,0,0,.5,0,0,0,.5,0,.5,0,.5,0,.5,.5,0,0,0,.5,0,0,0,397.91669,91.334618,397.91669,9,0,9,9,0,9,9,0,9,01feb2002,2002,01jan2002,2002,0,0,31,0,33.5,64.5,35,3,4.5,1,.5,1,0,1,1,1,1,1,1,,0,1,1,.5,397.91669,9.192388155425117,0,3.5355339,2.1213202,1.4142135,0,.70710677,0,.70710677,0,0,0,0,0,0,0,0,,0,0,0,.70710677,91.334618,117.5,0,33.5,64.5,35,3,4.5,1,.5,1,0,1,1,1,1,1,1,,0,1,1,.5,1,.5,.5,,0,1,1,0,1,0,397.91669,2,1,White,1,Athletic,2,,2,,2,,1,Escort/Massage,124,111
69200,2,.5,0,2,0,1.5,1,4,2.5,0,0,1,.5,0,.5,.5,.5,0,1,0,.5,1,1,1,0,0,1,.5,0,.5,.5,300,,300,8.5,.70710677,8.5,9,0,9,8.75,.35355338,8.75,01may2007,2007,01dec2006,2006,0,1,151,-.5,23.5,66,33,2,5.5,1,1,1,.5,,1,1,1,,1,,0,1,1,,300,26.87005768508881,.70710677,3.5355339,0,1.4142135,0,.70710677,0,0,0,.70710677,,0,0,0,,,,,,,,,21,-.5,23.5,66,33,2,5.5,1,1,1,.5,,1,1,1,,1,,0,1,1,,1,0,0,0,0,1,.5,0,.5,0,300,2,2,,1,Thin,2,,2,,1,Straight,2,,40,2
69470,2,1,1,4.5,0,.5,0,2,8,0,0,.5,0,0,0,0,.5,.5,1,0,.5,0,.5,1,0,0,.5,0,0,0,0,375,176.7767,375,9,0,9,9,0,9,9,0,9,01oct2010,2010,01mar2009,2009,0,1,579,0,31,60,37,4.5,6,1,1,1,0,0,1,1,1,1,.5,.5,.5,.5,.5,.5,375,.7071067811865476,0,0,0,1.4142135,.70710677,0,0,0,0,0,0,0,0,0,0,.70710677,.70710677,.70710677,.70710677,.70710677,.70710677,176.7767,1.5,0,31,60,37,4.5,6,1,1,1,0,0,1,1,1,1,.5,.5,.5,.5,.5,.5,1,0,1,0,0,1,.5,.5,1,0,375,2,2,,2,,1,Super nice,2,,2,,2,,2,1
69566,2,1,1.5,2,0,1.5,0,.5,3,0,.5,0,.5,0,0,0,1,1,1,0,.5,0,.5,1,0,.5,0,.5,0,0,0,350,0,350,9,0,9,9,0,9,9,0,9,01nov2008,2008,01aug2008,2008,0,0,92,0,26,64.5,35,3,5,1,1,1,0,1,1,1,1,1,0,1,1,,1,,350,2.82842712474619,0,7.0710678,2.1213202,1.4142135,1.4142135,1.4142135,0,0,0,0,0,0,0,0,,,,,,,,0,14,0,26,64.5,35,3,5,1,1,1,0,1,1,1,1,1,0,1,1,,1,,1,.5,0,0,0,1,.5,.5,1,0,350,2,1,White,2,,2,,1,Brown,1,Straight,2,,16,12
69570,2,1,0,0,0,.5,.5,2.5,0,0,0,0,0,0,0,0,1,0,0,0,.5,.5,1,0,0,0,0,0,0,0,0,275,35.355339,275,7.5,.70710677,7.5,9,0,9,8.25,.35355338,8.25,01jul2007,2007,01jul2007,2007,0,0,0,-1.5,31,63,36,3.5,3,1,1,1,0,1,1,1,1,1,.5,1,1,,,,275,14.8492424049175,.70710677,14.142136,0,2.8284271,.70710677,1.4142135,0,0,0,0,0,0,0,0,0,.70710677,,,,,,35.355339,31.5,-1.5,31,63,36,3.5,3,1,1,1,0,1,1,1,1,1,.5,1,1,,,,1,.5,0,2,0,1,.5,.5,1,0,275,2,2,,2,,1,Super nice,1,Black,2,,2,,42,21
69597,2,1,.5,2.5,0,1,0,2,.5,0,0,0,0,0,0,0,.5,.5,1,0,.5,0,1,.5,0,0,0,0,0,0,0,325,,325,8,0,8,9,0,9,8.5,0,8.5,01nov2009,2009,01nov2008,2008,0,1,365,-1,41,63,35,3.5,4.5,1,1,1,0,1,1,1,1,1,0,0,1,1,,0,279,43.84062043356595,0,7.0710678,0,1.4142135,.70710677,.70710677,0,0,0,0,0,0,0,0,0,,,,0,,,65.053825,66,-1,41,63,35,3.5,4.5,1,1,1,0,1,1,1,1,1,0,0,1,1,,0,1,0,0,0,0,1,0,.5,.5,0,279,2,1,White,1,Athletic,2,,2,,2,,2,,97,35
69604,2,1,1,2,0,1.5,0,3,1,0,0,1.5,0,0,0,0,1,.5,1,0,.5,0,1,1,0,0,1,0,0,0,0,350,70.710678,350,9,0,9,9,0,9,9,0,9,01nov2007,2007,01nov2007,2007,0,0,0,0,22,63,35,2.5,5,1,1,1,0,1,1,1,1,1,,,,1,1,,350,2.82842712474619,0,5.6568542,0,1.4142135,.70710677,1.4142135,0,0,0,0,0,0,0,0,0,,,,0,0,,70.710678,5,0,22,63,35,2.5,5,1,1,1,0,1,1,1,1,1,,,,1,1,,1,0,0,0,0,1,0,0,0,0,350,2,1,White,1,Athletic,2,,1,Brown,1,Some curls,1,Escort,7,3
69777,3,0,.66666669,1.3333334,.33333334,1,.33333334,1.6666666,4,0,0,0,0,0,0,0,0,.66666669,.66666669,.33333334,.66666669,.33333334,1,1,0,0,0,0,0,0,0,200,66.143784,225,8,.57735026,7.6666665,9,0,9,8.5,.28867513,8.333333,01mar2011,2011,01mar2011,2011,0,0,0,-1,26,66,36,4,5,1,1,1,0,0,1,1,1,1,0,,,1,1,,200,9.237604307034013,.57735026,7.6376262,1.7320508,4.163332,.57735026,1.5275252,0,0,0,0,0,0,0,0,0,,,,,,,87.797112,11.33333333333333,-1.3333334,27.666666,65,37.333332,4.3333335,5.3333335,1,1,1,0,0,1,1,1,1,0,,,1,1,,1,.33333334,0,0,0,1,.33333334,.66666669,1,0,208.33333,3,1,White,2,Baby fat,1,Super nice,2,Blonde,1,Straight,3,,22,6
69829,3,0,0,.66666669,0,2.6666667,0,2.3333333,2.6666667,0,0,0,0,0,.33333334,0,0,0,.66666669,0,.66666669,0,.66666669,1,0,0,0,0,0,.33333334,0,225,106.06602,225,7,4.163332,5.6666665,9,0,9,8,2.081666,7.3333335,01nov2004,2004,01oct2004,2004,0,0,31,-2,26,66,36,4,4,1,1,1,0,0,1,1,1,0,1,,.5,1,0,0,300,14.0118997046558,4.163332,0,1.7320508,1.1547005,1,1.1547005,0,0,.57735026,0,.57735026,.57735026,.57735026,0,.57735026,0,,.70710677,,,,115.87925,24.33333333333333,-3.3333333,26,67,36.666668,4,4.6666665,1,1,.66666669,0,.33333334,.66666669,.66666669,1,.33333334,1,,.5,1,0,0,1,.33333334,.66666669,,.66666669,1,0,.66666669,.66666669,0,276,3,2,White,2,Athletic,2,Super nice,2,Black,2,Some curls,3,,40,13
70090,3,0,0,0,0,2,0,.66666669,.66666669,0,0,0,.66666669,0,.33333334,0,0,0,0,0,.66666669,0,.66666669,.66666669,0,0,0,.66666669,0,.33333334,0,300,57.735027,266.66666,7,.57735026,7.3333335,9,0,9,8,.28867513,8.166667,01aug2002,2002,01feb2002,2002,0,0,181,-2,36,63,36,5,4,1,1,1,0,1,1,1,1,1,,,0,0,1,0,300,1.527525231651947,.57735026,2.8867514,0,0,.57735026,0,0,0,0,0,0,0,0,0,0,,,,,0,,57.735027,2.333333333333333,-1.6666666,34.333332,63,36,5.3333335,4,1,1,1,0,1,1,1,1,1,,,0,0,1,0,1,0,0,2,0,1,1,0,1,0,266.66666,3,1,White,2,Average,1,Average,2,Brown,2,Some curls,1,Escort/Massage,4,1
70218,3,0,0,2.3333333,0,2,0,1.6666666,1.6666666,0,0,0,.33333334,0,0,0,0,0,1,0,.66666669,0,1,1,0,0,0,.33333334,0,0,0,250,67.357529,288.88889,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01may2009,2009,01apr2008,2008,0,1,395,-1,31,66,40,3,4,1,1,1,0,1,1,1,1,1,.5,1,1,1,1,,250,35.36947836765479,.57735026,12.583057,0,2.309401,1.1547005,1.7320508,0,0,0,0,0,0,0,0,0,.70710677,0,,0,0,,67.357529,57,-.66666669,32.666668,66,38.666668,3.6666667,5,1,1,1,0,1,1,1,1,1,.5,1,1,1,1,,1,0,0,1,0,1,.33333334,.33333334,.66666669,0,288.88889,3,1,White,2,Average,2,Super nice,2,Blonde,1,Some curls,3,,96,27
70290,3,0,1,1,0,1,0,4,3,0,0,0,.33333334,0,0,.66666669,0,.66666669,.66666669,0,.66666669,0,1,1,0,0,0,.33333334,0,0,.33333334,225,108.97247,275,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01sep2010,2010,01aug2010,2010,0,0,31,-1,31,66,34,5,6,1,1,1,0,.5,1,1,1,1,1,0,0,0,.5,.5,225,26.8886593194975,.57735026,2.8867514,3.4641016,1.1547005,1.7320508,1.7320508,0,0,0,0,.70710677,0,0,0,0,,,,,.70710677,.70710677,108.97247,25,-.66666669,29.333334,64,34.666668,4,5,1,1,1,0,.5,1,1,1,1,1,0,0,0,.5,.5,1,.33333334,.33333334,0,0,1,.66666669,0,.66666669,0,275,3,1,White,3,,2,Super nice,3,,2,Straight,2,Escort/Massage,56,8
70698,3,0,.33333334,.66666669,0,1.3333334,0,1.3333334,1.3333334,0,.66666669,0,0,0,.33333334,0,0,.33333334,.66666669,0,.66666669,0,.66666669,.66666669,0,.66666669,0,0,0,.33333334,0,300,0,300,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01may2004,2004,01feb2002,2002,0,2,820,-1,36,63,34,3,4,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,300,105.7024124606435,.57735026,7.6376262,1.7320508,1.1547005,1,2,0,0,0,0,.57735026,0,0,0,0,0,,0,0,0,,75.247993,87,-.66666669,34.333332,62,34.666668,3,4,1,1,1,0,.33333334,1,1,1,1,0,0,0,1,1,0,1,.33333334,0,0,0,1,1,0,1,0,343.44446,3,1,White,2,Thin,3,,2,Brown,1,Straight,1,Escort/Massage,206,4
70731,3,0,0,.33333334,0,2.6666667,0,1.3333334,3,0,0,0,0,0,.33333334,0,0,0,.33333334,0,.66666669,0,.66666669,1,0,0,0,0,0,.33333334,0,325,104.0833,358.33334,9,0,9,9,0,9,9,0,9,01apr2008,2008,01oct2006,2006,0,2,548,0,41,66,34,3,4,1,1,1,0,1,1,1,1,1,0,,0,1,1,0,325,61.65495384260159,0,7.6376262,4.5825758,2.309401,.57735026,1,0,0,0,.57735026,.57735026,0,0,0,0,0,,0,0,0,0,104.0833,91.66666666666667,0,39.333332,65,35.333332,3.3333333,4,1,1,1,.33333334,.66666669,1,1,1,1,0,,0,1,1,0,1,.33333334,1,0,0,1,1,0,1,0,358.33334,3,2,White,2,Athletic,1,Super nice,2,Brown,2,Straight,1,Escort/Massage,161,43
70828,3,0,0,1.6666666,0,1.6666666,0,1.6666666,2,0,.33333334,0,0,0,0,0,0,0,.33333334,0,.66666669,0,1,1,0,.33333334,0,0,0,0,0,250,70.710678,250,7,3.785939,5.3333335,9,0,9,8,1.8929695,7.1666665,01jun2011,2011,01apr2011,2011,0,0,61,-2,21,63,34,1,4,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,200,39.25981830489455,3.785939,0,3.4641016,4,3.4641016,1.5275252,0,.57735026,0,0,0,0,.57735026,0,0,.57735026,,,0,0,,108.61092,23.66666666666667,-3.6666667,21,65,34,3,3.6666667,1,.66666669,1,0,1,1,.66666669,1,1,.33333334,0,1,1,1,0,1,.66666669,0,0,0,1,.66666669,.33333334,1,0,194.33333,3,1,White,3,,2,Average,2,Blonde,1,Straight,2,Escort/Massage,69,1
70934,3,0,0,.33333334,0,1.6666666,0,1.6666666,3,0,0,0,0,0,0,0,0,0,.33333334,0,.66666669,0,1,1,0,0,0,0,0,0,0,250,50,250,9,.57735026,8.666667,9,0,9,9,.28867513,8.833333,01jul2008,2008,01aug2006,2006,0,2,700,0,26,63,36,4,4,1,1,1,0,1,1,1,1,1,0,0,.5,1,1,1,250,171.4652540118065,.57735026,5,1.7320508,2.309401,1.1547005,2,0,.57735026,0,0,.57735026,0,0,0,0,.57735026,,.70710677,0,0,0,50,144.6666666666667,-.33333334,26,64,34.666668,3.3333333,4,1,.66666669,1,0,.66666669,1,1,1,1,.33333334,0,.5,1,1,1,1,0,0,0,0,1,.33333334,.33333334,.66666669,.33333334,250,3,1,White,3,,3,,2,Red,1,Straight,3,,340,19
70935,3,0,.33333334,.66666669,0,.66666669,0,1,3,0,.66666669,1.3333334,1,0,0,0,0,.33333334,.33333334,0,.66666669,0,1,1,0,.66666669,1,.33333334,0,0,0,300,50,300,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01sep2006,2006,01jan2004,2004,0,2,974,-1,31,66,36,5,4,1,1,1,0,1,1,1,1,1,.5,0,1,.5,1,0,300,31.72275734127368,.57735026,2.8867514,3.4641016,1.1547005,0,.57735026,0,0,0,0,.57735026,0,0,0,0,.70710677,0,.57735026,.70710677,.57735026,.57735026,50,106.3333333333333,-.66666669,32.666668,64,36.666668,5,4.3333335,1,1,1,0,.66666669,1,1,1,1,.5,0,.66666669,.5,.66666669,.33333334,1,0,.5,0,0,1,.66666669,.33333334,1,0,300,3,1,White,2,Athletic,1,Super nice,2,Blonde,2,Permed,2,Escort/Massage,140,77
71095,3,0,0,.33333334,0,.66666669,0,.66666669,1,0,.33333334,0,0,1.6666666,0,0,0,0,.33333334,0,.66666669,0,.33333334,.66666669,0,.33333334,0,0,.33333334,0,0,200,57.735027,233.33333,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01sep2010,2010,01oct2007,2007,0,3,1066,-1,21,66,34,3,4,1,1,1,.5,0,1,1,1,1,1,0,.5,0,1,1,200,20.07485989988473,.57735026,2.8867514,3,2,.57735026,2.081666,0,.57735026,0,.70710677,0,0,0,0,,0,,.70710677,,,,57.735027,36,-.66666669,22.666666,66,34,2.6666667,4.6666665,1,.66666669,1,.5,0,1,1,1,1,1,0,.5,0,1,1,1,.33333334,1,0,1,1,.33333334,.33333334,.66666669,0,233.33333,3,3,,2,Thin,1,Super nice,2,Black,1,Straight,3,,59,22
71192,3,0,0,0,0,.33333334,.33333334,.66666669,0,0,0,0,0,0,0,0,0,0,0,0,.33333334,.33333334,.66666669,0,0,0,0,0,0,0,0,275,80.363754,308.33334,8,4.0414519,5.6666665,9,0,9,8.5,2.020726,7.3333335,01may2005,2005,01feb2005,2005,0,0,89,-1,26,63,34,4,6,1,1,1,0,.5,1,1,1,1,0,0,0,1,1,1,275,108.3158960325461,4.0414519,0,3,2,1.1547005,.57735026,0,0,0,0,.70710677,0,0,0,0,,,.57735026,0,,,80.363754,98.33333333333333,-3.3333333,26,63,34,3.3333333,5.6666665,1,1,1,0,.5,1,1,1,1,0,0,.33333334,1,1,1,1,0,.33333334,0,0,1,.33333334,.33333334,.66666669,0,308.33334,3,2,White,2,Thin,3,,2,Brown,1,Straight,3,,218,7
71195,3,0,0,.66666669,0,.33333334,0,2,0,0,0,0,0,0,.33333334,0,0,0,.66666669,0,.33333334,0,1,0,0,0,0,0,0,.33333334,0,200,0,200,9,1.1547005,8.333333,9,0,9,9,.57735026,8.666667,01jul2007,2007,01jun2007,2007,0,0,30,0,26,63,34,3,4,1,1,1,0,.5,1,1,1,1,.5,,0,,,,200,4,1.1547005,5,1.7320508,2,.57735026,1,0,0,0,0,.70710677,0,0,0,,.70710677,,,,,,0,11,-.66666669,26,64,34,2.6666667,4,1,1,1,0,.5,1,1,1,1,.5,,0,,,,1,.33333334,.66666669,0,0,1,.33333334,.66666669,1,0,200,3,2,White,2,Thin,2,Super nice,3,,2,Curly,2,Escort/Massage/S&M,15,7
71438,3,0,1.6666666,1,.33333334,2,0,2.6666667,3.6666667,0,0,.33333334,0,0,0,0,0,.66666669,.66666669,.33333334,.66666669,0,1,1,0,0,.33333334,0,0,0,0,225,35.472996,218.33333,8,.57735026,7.6666665,9,0,9,8.5,.28867513,8.333333,01jun2009,2009,01jul2006,2006,0,3,1066,-1,46,66,34,2,4,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,225,20.80865204668481,.57735026,5.7735028,1.7320508,1.1547005,1.1547005,0,0,0,0,0,0,0,0,0,0,.57735026,,,,,,35.472996,30,-1.3333334,42.666668,65,34.666668,2.6666667,4,1,1,1,0,1,1,1,1,1,.33333334,0,0,1,1,1,1,0,.33333334,0,0,1,.66666669,.33333334,1,0,218.33333,3,1,White,1,Athletic,3,,3,,2,Straight,2,Escort/Massage,43,6
75402,3,0,.33333334,.33333334,.33333334,1.3333334,.33333334,1.3333334,.66666669,0,0,0,.66666669,0,0,0,0,.33333334,.33333334,.33333334,.66666669,.33333334,1,.66666669,0,0,0,.66666669,0,0,0,275,38.188129,266.66666,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01may2006,2006,01mar2006,2006,0,0,61,-1,31,63,36,3,5,1,1,1,0,1,1,1,1,1,1,,0,1,1,,275,83.64408725865405,.57735026,10,3.4641016,2.309401,1.5275252,1,0,0,0,0,0,0,0,0,,,,0,,,,38.188129,69.33333333333333,-.66666669,31,65,34.666668,2.6666667,5,1,1,1,0,1,1,1,1,1,1,,0,1,1,,1,.33333334,.66666669,0,0,1,1,0,1,0,266.66666,3,1,White,2,Athletic,2,Super nice,2,Blonde,2,Straight,1,Escort/Massage,165,10
